Date,Author,Vertical,Headline,Description
null,null,null,null,null
"TNN | Jan 8, 2020, 01:24 IST",null,null,"PM Modi, Donald Trump review regional security","NEW DELHI/WASHINGTON: Exchanging New Year greetings, Prime Minister Narendra Modi and US President Donald Trump discussed way to enhance Indo-US cooperation in areas of mutual interest and reviewed regional security issues.
The telephonic conversation came on the back of tensions in the Gulf region, days after the killing of top Iranian commander General Qassim Suleimani in a US strike.
""Today, President Donald J Trump spoke with Prime Minister Narendra Modi of India to exchange New Year's greetings,"" the White House said in a statement.
""The leaders discussed ways to further strengthen the United States-India strategic partnership in 2020, and they also reviewed regional security matters,"" the White House said. It didn't elaborate on the ""regional security matters"" discussed by Modi and Trump.
Modi, according to a PMO statement on Tuesday, ""stated that India-US relations, which are built on trust, mutual respect and understanding, have grown from strength to strength"". ""The PM highlighted the significant progress made in deepening the strategic partnership between the two countries in the previous year and expressed his desire to continue to work with President Trump for enhancing cooperation in all areas of mutual interest,"" it said. Monday's telephonic call was the first contact between the two leaders in the New Year and possibly the first for President Trump with an international leader on his return to the White House after his year-end vacation.
President Trump expressed satisfaction at the achievements in the Indo-US relationship in the last few years and reiterated his readiness for further deepening of bilateral cooperation.
In 2019, Prime Minister Modi and Donald Trump met four times, including their joint appearance at the 'Howdy Modi!' event in Houston.
External affairs minister S Jaishankar had earlier spoken to US secretary of state Mike Pompeo and voiced India's concerns over escalating tensions in the Gulf region after Suleimani's killing.
Jaishankar also spoke to his counterparts from Qatar and Jordan on Monday night to get a sense of the evolving situation in the Gulf. He had spoken to foreign ministers of Iran and Oman earlier."
"TNN | Jan 8, 2020, 01:24 IST",null,India,"PM Modi, Donald Trump review regional security","NEW DELHI/WASHINGTON: Exchanging New Year greetings, Prime Minister Narendra Modi and US President Donald Trump discussed way to enhance Indo-US cooperation in areas of mutual interest and reviewed regional security issues.
The telephonic conversation came on the back of tensions in the Gulf region, days after the killing of top Iranian commander General Qassim Suleimani in a US strike.
""Today, President Donald J Trump spoke with Prime Minister Narendra Modi of India to exchange New Year's greetings,"" the White House said in a statement.
""The leaders discussed ways to further strengthen the United States-India strategic partnership in 2020, and they also reviewed regional security matters,"" the White House said. It didn't elaborate on the ""regional security matters"" discussed by Modi and Trump.
Modi, according to a PMO statement on Tuesday, ""stated that India-US relations, which are built on trust, mutual respect and understanding, have grown from strength to strength"". ""The PM highlighted the significant progress made in deepening the strategic partnership between the two countries in the previous year and expressed his desire to continue to work with President Trump for enhancing cooperation in all areas of mutual interest,"" it said. Monday's telephonic call was the first contact between the two leaders in the New Year and possibly the first for President Trump with an international leader on his return to the White House after his year-end vacation.
President Trump expressed satisfaction at the achievements in the Indo-US relationship in the last few years and reiterated his readiness for further deepening of bilateral cooperation.
In 2019, Prime Minister Modi and Donald Trump met four times, including their joint appearance at the 'Howdy Modi!' event in Houston.
External affairs minister S Jaishankar had earlier spoken to US secretary of state Mike Pompeo and voiced India's concerns over escalating tensions in the Gulf region after Suleimani's killing.
Jaishankar also spoke to his counterparts from Qatar and Jordan on Monday night to get a sense of the evolving situation in the Gulf. He had spoken to foreign ministers of Iran and Oman earlier."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"TIMESOFINDIA.COM | Updated: Jan 9, 2020, 21:34 IST",null,null,Big sports events today,"NEW DELHI: Here are the big sports events lined up for Thursday (January 9) that comprise action from Malaysia Masters badminton tournament.
(All timings in IST)
1:30 am (Football - League Cup)
Leicester City vs Aston Villa in semifinal 1st leg ( match ended in a 1-1 draw)
9:00 am (Cricket - Women's T20 Challenger Trophy)
India A vs India C ( India C won by 2 runs)
10:30 am approx (Badminton - Malaysia Masters)
Saina Nehwal vs An Se Young (Korea) in women's singles second round ( Saina won 25-23, 21-12)
11:30 am approx (Badminton - Malaysia Masters)
Lee Zii Jia (Malaysia) vs Sameer Verma in men's singles second round ( Sameer lost 19-21, 20-22)
12:00 pm approx (Badminton - Malaysia Masters)
PV Sindhu vs Aya Ohori (Japan) in women's singles second round ( Sindhu won 21-10, 21-15)
12:30 pm approx (Badminton - Malaysia Masters)
Kento Momota (Japan) vs HS Prannoy in men's singles second round ( Prannoy lost 14-21, 16-21)
1:00 pm (Cricket - Quadrangular U-19 Series in South Africa)
South Africa U-19 vs India U-19 in final (India U-19 won by 69 runs)
5:00 pm (Football - I-League)
Mohun Bagan vs Indian Arrows (Mohun Bagan won 1-0)
7:00 pm (Football - I-League)
Gokulam vs Chennai City (Chennai City won 3-2)
7:30 pm (Football - Indian Super League)
Bengaluru FC vs Jamshedpur FC (Bengaluru FC won 2-0)
11:00 pm (Cricket - 2nd ODI)
West Indies vs Ireland"
"Marcus Mergulhao | Jan 9, 2020, 00:26 IST",Marcus Mergulhao,City,Indian Super League loses its only marquee player,"Margao:NorthEast United FC have been dealt a huge blow with news that their star player Asamoah Gyan will have no further role to play in the Indian Super League (ISL).
Gyan, the only marquee player in this edition of the ISL, is understood to have picked up a grade 2 injury in training last week and has been ruled out for rest of the season.
According to team sources, NorthEast’s leading goal-scorer will need a minimum of eight weeks to recover, and by that time the ISL would be over.
“Yes, Gyan is injured unfortunately. He cannot play. It’s finished for him and I think in one or two days, we will have two new players,” said NorthEast United coach Robert Jarni after his side lost 0-2 against FC Goa at Fatorda on Wednesday.
A legend in Africa, the Ghanaian has featured in a record four World Cups and remains the highest scorer from Africa in the tournament's history with six goals.
With Gyan injured, Maximiliano Barreiro returning home due to family emergencies and Panagiotis Triadis contracted only till December – before Frederico Gallego filled the void – coach Jarni didn’t have much of a choice as he fielded four foreign players and pulled out Gallego in the second session to leave NorthEast with only three internationals.
Team sources said at least one new foreign player will be in Goa on Thursday itself."
"FLAVIO LOPES | Jan 9, 2020, 00:27 IST",FLAVIO LOPES,City,ISL: FC Goa move to the top,"Margao: FC Goa were made to sweat before scripting a 2-0 victory over NorthEast United FC in a Indian Super League (ISL) clash at the Nehru Stadium, Fatorda, on Wednesday.
The home team struggled in the first half and needed a bit of luck in the second when NorthEast’s Croatian defender Mislav Komorski scored an own-goal. Ferran Corominas then converted a penalty after Leudo Romana was sent off in the 80th minute as the visitors were reduced to 10 men.
FC Goa’s win – their 100th match in the league across six seasons –helped them regain the top spot. They are now on 24 points from 12 matches and will travel to face second placed ATK (21 points) in a crucial encounter on January 18.
NorthEast remained eighth with 11 points, but have a game in hand.
FC Goa head coach Sergio Lobera was back on the sidelines after serving a one-match suspension where his side lost 1-2 to defending champions Bengaluru. The Spaniard doesn’t really like to surprise his opponents and fielded his usually predictable strongest starting 11.
The home side enjoyed superior ball possession from the start and build up confidence with every pass. Most of their moves came from the right where winger Jackichand Singh, Hugo Boumous and star striker Coro linked up on several occasions.
But they failed to pose a real threat to goalkeeper Pawan Kumar, who started ahead of first choice custodian Subhasish Roy Chowdhury, serving a suspension.
NorthEast head coach Robert Jarni knew how his opponents function having played a 2-2 draw in the first leg in Guwahati. The visitors started with only four foreigners with Ghanaian World Cupper Asamoah Gyan unavailable, and adopted defensive tactics. Captain Federico Gallego went forward occasionally in his first start of the season and never troubled goalkeeper Mohammad Nawaz.
At the other end, Coro came close with a bicycle kick while Carlos Pena’s half volley went wide. Before the break, Hugo tricked Reagan and moved dangerously but his cross was collected by Pawan before Coro could do any damage.
Just two minutes into the second session, Goa had a glorious opportunity to break the deadlock. However, with only Pawan to beat, Jackichand aimed straight at the goalkeeper, and Brandon Fernandes’ rebound was cleared on the line by defender Reagan Singh.
In the 68th minute, however, Jackichand made amends. Hugo played the ball to the Manipuri winger and he attempted a cross which Croatian centre-back Mislav Komorski guided into his own net.
Goa were determined to score more and waited patiently. In the 79th minute, Ahmed Jahouh flicked over a delightful ball in the path of Coro and he was brought down in the box by Leudo Romana. The Colombian was sent off and Coro converted the penalty with ease for his eighth goal of the season to put him back on top of the goalscorers chart alongside ATK’s Roy Krishna."
"TNN | Updated: Jan 9, 2020, 10:27 IST",null,City,"Not the best show but three points matter, says FC Goa coach Sergio Lobera","MARGAO: Not everything went according to Sergio Lobera’s script, but there was still so much to cheer as FC Goa played their 100th match in the Indian Super League (ISL).
FC Goa struggled to breakdown a defensive NorthEast United FC and needed an own goal to break their resolve. Ferran Corominas then won a late penalty and converted himself to move to the top of the goalscoring chart with his eighth goal, and 49th overall.
This was also Goa’s 50th home game and coincidentally Coro’s strike was the 100th goal at Fatorda. The number that mattered the most, though, were the three points that took Goa back to the top of the table with 24 points.
Goa have now opened a three-point lead at the top of the table, and even though they’ve played an extra game, Lobera should be pleased with the progress, never mind the sluggishness against NorthEast.
“I think we played a difficult match because NorthEast played very well. It’s difficult for us to find spaces. But the most important thing for us is to get three points and go to top of the table,” said Lobera.
Handicapped by the absence of key players like Asamoah Gyan and Kai Heerings, the visitors adopted a defensive approach, something Lobera was ready for.
“I think NorthEast are missing two very important players. NorthEast with Gyan is a different team. I did not know before the match that they would not play these two players. I spoke to my players before the game. Against Kerala, NorthEast played in the same way that they did today. They defended with the whole team in their half,” said the Spanish coach.
Lobera has now turned his focus to ATK in what could be a decisive game in the League title race.
“They are a strong team with very good players. I expect a very difficult match. But I look at the players in my team and believe that it is possible to win this game. We need some time now. We have 10 days to prepare. I hope when we go to Kolkata, we get three points. The three points will be a big step for us with only five matches (left) to be played,” said Lobera."
"Sidhartha | TNN | Jan 9, 2020, 00:50 IST",Sidhartha,India,"India may slap trade curbs on Malaysia for its J&K, CAA stand","NEW DELHI: Looking to flex its trade muscles, an option India has not often resorted to, the Modi government is reviewing its economic engagement with Malaysia and may impose formal checks on shipment of palm oil and electronic goods in retaliation to Kuala Lumpur's stance on Kashmir and Islamic preacher Zakir Naik.
""We are looking at some curbs on refined and crude palm oil as well as electronics. Various ministries are involved in the exercise,"" a source in the government told TOI. It is perhaps the first such trade retaliation that India has used against a partner country.
India has run out of patience with what it sees as provocative statements by Malaysian PM Mahathir Mohamad on subjects like abrogation of J&K's special status, Citizenship (Amendment) Act and controversial preacher Zakir Naik, who is facing a probe by the NIA and the ED."
"Saurabh Sinha | TNN | Updated: Jan 9, 2020, 08:09 IST",Saurabh Sinha,null,Flights to get longer as carriers avoid Iran airspace,"NEW DELHI: Flying time between India and the west - Europe and the Americas - will increase by up to 40 minutes with several airlines deciding to avoid overflying the Iranian airspace to steer clear of the US-Iran conflict zone in West Asia. The increase will be about 20 minutes for flights to and from Delhi and almost double for Mumbai.
Airlines have not yet indicated if the increased flying time, that means higher operational expenses on fuel burn and other factors like crew, will lead to a fare hike. ""Let us see how long it continues. If it remains for long, we will have to pass on the expense to passengers,"" said an airline official.

Iran launched missile attacks on bases housing American troops in Iraq in the early hours of Wednesday (local time Iran). Immediately after that, the US Federal Aviation Administration (FAA) barred its carriers from overflying the airspace of Iran, Iraq and the waters of Persian Gulf and Gulf of Oman as there is a ""potential for miscalculation or mis-identification"" that could endanger safety of civilian aircraft. The order was instantly applicable to all American airline and US-registered aircraft.
A few hours later, DGCA ""directed"" Indian carriers to ""to take appropriate precautionary measures including rerouting their flights [from affected airspaces] in order to ensure complete safety of passengers.""
Accordingly, Air India - the only Indian carrier currently flying to mainland Europe, the UK, US and Canada - and AI Express said they will not overfly Iran. Other big airlines like Lufthansa, Swiss, Air France and KLM said they won't be doing so either.
American carriers United and Delta, which have direct flights between the US and Delhi and Mumbai, are barred from overflying that conflict zone by FAA's notice to airmen (Notam).
""In light of the tensions within the Iranian airspace a decision to temporarily reroute flights of AI and AI Express overflying Iran has been taken,"" AI spokesperson Dhananjay Kumar said.
The longer route will mean flights from India to the west will fly to Pakistan, towards Afghanistan and then go further up north to steer clear of Iranian airspace. The saving grace for all airlines is that Pakistan airspace is open.
Other countries were to take their own call, though most usually follow US Notams.
Flight tracking sites show a Mumbai-London and Bengaluru-London commercial flight were among those en route that had to divert after the FAA Notam. ""Two AI flights were in Iran airspace at that time and they continued safely to their destinations,"" said an official."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"Vinay Lokesh | TNN | Jan 10, 2020, 00:00 IST",Vinay Lokesh,City,Gear up for the first lunar eclipse of the year tonight,"The first lunar eclipse of the year is here and will be visible across India starting at 10.37pm tonight. Speaking to us, Observational Astronomer, Dr SA Mohan Krishna says, “During the penumbral eclipse on the night of January 10 and in the wee hours of Saturday, people can see a slight darkening on the full moon’s face. This form of eclipse will be visible across the country. This eclipse will be visible in the region covering Europe, Asia, Australia, Africa, Northern and Southern America, Pacific, Atlantic and Indian oceans and New Zealand. Most penumbral lunar eclipses cannot be easily distinguished from a usual full Moon.”"
null,null,null,null,null
null,null,null,null,null
"TNN | Jan 10, 2020, 00:00 IST",null,City,We’ve been asked not to leave campus: Jyothi Nivas College students,"Armed with pro-CAA banners and petitions that they wanted students of Jyothi Nivas College (JNC), Bengaluru, to sign, a group of CAA supporters from Bengaluru featured in a video in which they were seen arguing with the girls from the college. The students wanted them to pull down the banners, and refused to be forced to sign the said petition. The video, which went viral on social media by the evening of January 8, 2020, shows the girls also being questioned on their patriotism, and threatened for speaking up — and allegedly even stating that the college will see a recap of what happened at Delhi’s JNU and Jamia Milia. Bengaluru’s student population, which has until now been restrained from voicing out political opinions, took to social media to protest this latest development.
A day later, on January 9, 2020, when the students of JNC set out to hold a protest against the incidents of the day before, they were forced to stop two minutes after they began their peaceful protest. A student from the college informed us, “I do not know what is happening. We have been asked not to leave the campus; authorities have asked all students to remain indoors.” Teachers and college authorities refrained from commenting at the time of going to press. “We have been asked not to divulge any details until further notice,” said a teacher on condition of anonymity.
Quote Box
We deployed members from our force, along with Hoysalas to patrol the area. The safety of the women there is our utmost priority and we will ensure that we will protect them from any untoward incidents - DCP South-East Isha Pant
Our principal and teachers have asked us to stay within the campus. One of our upcoming events (to be held today) has also been cancelled due to the current circumstances - Students"
null,null,null,null,null
null,null,null,null,null
"TNN | Jan 10, 2020, 00:00 IST",null,City,Celebrities make the most of this launch in Bengaluru,"Stonny Brook announced the launch of the much anticipated unlimited sangria offer recently, which is available all through the year. A range of food, unlimited sangrias and great ambiance — all under one roof, that’s what this place is all about. Vinay, owner, says, “The idea of serving unlimited sangria stems from free wine being served in France and Italy.” The event was attended by Sathish Ninasam, Babita Sharma, Ajay Prathap Singh, Seema Naidu and Santosh Reddy among others."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"TNN | Jan 10, 2020, 00:00 IST",null,City,"On a mission to clean Mysuru, citizens go plogging","In a bid to create awareness for the Swachh Suvekshan, as many as 750 people took part in the city's first-ever ploggathon on Sunday. The event, 'Mysuru Maga ploggathon', spearheaded by the Mysuru City Corporation to aid its quest to get to the numero uno position in the country's cleanliness ranking, was flagged off by former cricketer Javagal Srinath.
Armed with cloth bangs and divided into three teams, the participants headed out in a tree-kilometre radius in different directions from the start point, the Kote Anjaneyaswamy Temple. Targetting only single-use plastic, the group scoured Kote Anjaneyaswamy temple, Jayachamarajendra Circle, Gun House, Basaveshwara Circle, KR Circle, Devaraj Urs Road, Field Marshal KM Cariappa Circle, Shivarampete, Silver Jubilee Clock Tower, Ashoka Road, Sayyaji Rao Road and Gandhi square and collected over 400 kgs of waste.
PREM REQUESTS MYSUREANS TO PARTICIPATE IN SWACCH SURVEKSHAN
In a video released on social media platforms by the Mysuru City Corporation, actor Nenapirali Prem has requested all Mysureans to actively participate in the Swacch Survekshan by giving a missed call to 1960, and then attending the call about cleanliness in Mysuru."
"TIMESOFINDIA.COM | Updated: Jan 10, 2020, 22:21 IST",null,null,Big sports events today,"NEW DELHI: Here are the big sports events lined up for Friday (January 10) that comprise the third and final India-Sri Lanka T20I and action from Malaysia Masters badminton tournament.
(All timings in IST)
11:00 am (Cricket - Women's T20 Challenger Trophy)
India B vs India C, Final ( India C won by 8 wickets)
11:30 am (Football - I-League)
Real Kashmir vs Minerva ( match ended in a 1-1 draw)
12:30 pm (Badminton - Malaysia Masters)
Tai Tzu Ying (Chinese Taipei) vs PV Sindhu in women's singles quarterfinals ( Sindhu lost 16-21, 16-21)
1:30 pm approx (Badminton - Malaysia Masters)
Saina Nehwal vs Carolina Marin (Spain) in women's singles quarterfinals ( Saina lost 8-21, 7-21)
7:00 pm (Cricket - 3rd T20I)
India vs Sri Lanka(India won by 78 runs)
7:30 pm (Football - Indian Super League)
Hyderabad FC vs Chennaiyin FC (Chennaiyin FC won 3-1)"
"Sindhu Hariharan | TNN | Updated: Jan 10, 2020, 11:18 IST",Sindhu Hariharan,null,"India lost $1.3 billion due to 4,196 hours of no internet","CHENNAI: Internet shutdowns in India are not just disruptions in routine and individual freedom, but are also having an economic impact on the country. Around 4,196 hours of internet blackouts in India cost the economy close to $1.3 billion in 2019, finds a study by UK-based tech research firm Top10Vpn.
India was the third worst-hit economy worldwide after crisis-hit Iraq and Sudan thanks to state-imposed shut downs across Jammu & Kashmir, Arunachal Pradesh, Assam, Meghalaya, Rajasthan, UP and other regions, shows the report. An average of 8.4 million internet users were impacted across the multiple incidents, it said.
The economic impact is likely to be higher, the study adds, given that the study only assessed large region-wide blackouts and India's smaller and more localised shutdowns weren't included.

""There were more internet shutdowns in 2019 than ever before,"" Samuel Woodhams and Simon Migliano, authors of the report by Top10Vpn told TOI in an email. ""As for India, the frequency of disruptions still far surpasses any other country we analysed and, unless swift action is taken to reduce the number and duration of disruptions, the economic impact is likely to continue to rise,"" they added.
The vast majority of internet shutdowns in India in 2019 were highly localised and short-lived, but the costliest disruption occurred in Kashmir, where the shutdown remains ongoing.
""The shutdown in Kashmir is one of the longest internet shutdowns to have ever occurred and cost the Indian economy nearly $1.1 billion in 2019,"" Woodhams and Migliano said. It has hurt the economy, impacted local healthcare services, freedom of the press and education in the region.
The clampdown of internet services in the northeast in relation to the Citizenship Amendment Act resulted in around $102 million of economic impact, and the restrictions in Uttar Pradesh led to a $63 million hit."
"PTI | Updated: Jan 10, 2020, 12:31 IST",null,null,Reliance Infrastructure gets nod from NHAI for sale of Delhi-Agra road,"NEW DELHI: Reliance Infrastructure (RInfra) has got in-principle nod from the National Highways Authority of India (NHAI) for sale of Delhi-Agra toll road to Cube Highways and Infrastructure for Rs 3,600 crore, an RInfra official said on Thursday.
RInfra will utilise the proceeds to reduce debt.
""Reliance Infrastructure has received the in-principle approval for Harmonious Substitution in the Delhi-Agra (DA) toll road project on January 7 from the National Highways Authority of India (NHAI)... Reliance Infrastructure will receive an enterprise value of Rs 3,600 crore including equity of up to Rs 1,700 crore,"" the RInfra official said.
This approval paves the way to close the sale of the 180-km 6-lane Delhi-Agra toll road to Cube Highways and Infrastructure III Pte Ltd, which is owned by a Singapore-based Global Infrastructure Fund, I Squared Capital, and a wholly-owned subsidiary of the Abu Dhabi Investment Authority, the official said.
The entire proceeds will be used by Reliance Infrastructure to pay lenders and reduce the debt of the company, the official said.
This is in line with the commitment made by Reliance Infrastructure to its 16 lenders on July 6, 2019, when lenders signed an inter-creditor agreement for resolution of debt and granted moratorium to the company on the interest and principal payments.
Reliance Infrastructure, which has a total debt of Rs 6,000 crore, is on track to reduce leverage even further as it focuses to be an asset- and capital-light entity, the company had said in September last year.
Addressing the shareholders at the company's annual general meeting, its chairman Anil Ambani had said, ""Our intent is to reduce the debt further. At present, we have around Rs 6,000 crore of debt but with a large networth,"" adding that the company will focus on the domestic market and take up more complex infrastructure and transportation projects."
"Agencies | Jan 10, 2020, 00:24 IST",null,null,CCI probes complaint against Maruti,"NEW DELHI: India's antitrust regulator is looking into allegations that Maruti Suzuki pushes buyers to purchase insurance policies offered by the company, two sources with direct knowledge of the matter said.
The Competition Commission of India (CCI) in June last year received an anonymous complaint alleging insurance plans recommended by Maruti while selling cars resulted in customers paying more compared with other options in the market. Based on the complaint, the CCI is assessing whether Maruti has engaged in so-called ""tie-in arrangements"", in which a car maker promotes preferred suppliers of complementary goods such as lubricants or insurance, the sources said.
Indian law says such practices are anti-competitive if they end up stifling competition and limiting consumer choices. The Commission is looking into the complaint and ""it will take a while"", said one of the two sources, who declined to be named as the case details are private.
In response to Reuters questions, a Maruti spokesman said, ""We are not aware of any such alleged complaint that is being investigated by CCI and therefore cannot comment on the same.""
The CCI did not respond to a request for comment."
"TNN | Updated: Jan 10, 2020, 12:39 IST",null,null,'Sterling & Wilson must offer small investors exit',"BENGALURU: Proxy advisory firm InGovern Research has come out with a report on Sterling & Wilson Solar. It has asked promoters Shapoorji Pallonji Group to provide an exit option for minority shareholders, citing the change in schedule debt repayments from the proceeds of the IPO, which was an offer for sale by the promoters.
InGovern said minority shareholders have lost Rs 1,700 crore as the share price has slipped from Rs 780 to Rs 310 as of January 6 this year. It added that the company's board and audit committee should be held liable for failure to protect the public shareholders.
Sterling and Wilson hit back at the report, calling it ""malicious, misleading, defamatory"" and adding that ""sensationalism in this report is more an attempt to further erode investor wealth"".
The development comes at a time when SP Group's Cyrus Mistry has questioned corporate governance at Tata Sons after an NCLAT ruling came in his favour last month.
Sterling and Wilson was listed in August 2019 as the largest public offering last year, fetching SP Group promoters Rs 2,850 crore. According to the prospectus, of the total amount, Rs 2,563 crore was to be used to pay inter-corporate debt by November 18 to make the company debt-free. But the SP Group missed the payments due to the liquidity crisis and has now come up with a new schedule to pay the amount in three more tranches by September 2020. It paid Rs 1,000 crore by December 31, with the remaining amount yet to be paid.
""In this case, where shareholders have suffered significant erosion in value of their holdings solely due to non-utilisation of funds as per the objects of offer of the IPO, Sebi must force the promoters to provide an exit offer to shareholders at a price as per Sebi (ICDR) Regulations,"" InGovern said. It added that minority shareholders have a strong case in their hands if they file a class-action suit.
Sterling and Wilson has countered by saying that the promoters were under ""no obligation to mention the utilisation of proceeds"" and there is no legal default. The company board ""levied additional interest of 100 basis points"" because of rescheduling in payments and ""it is illogical to link the stock price reduction"" just to the delay in payment. Sterling and Wilson share price closed at Rs 322, up by about 5% on NSE on Thursday."
"PTI | Updated: Jan 10, 2020, 12:36 IST",null,null,Lenders invoke 55 lakh pledged shares of Reliance Infrastructure,"NEW DELHI: IDBI Trusteeship Services on Thursday invoked pledge of 55 lakh equity of Reliance Infrastructure, representing 2.09 per cent of the company's share capital, according to a regulatory filing.
These shares were pledged in favour of IDBI in capacity of debenture trustee for NCDs issued by Reliance Power Ltd, Reliance Infrastructure said in the BSE filing.
""As per default of the terms of the transaction documents have been committed by the issuer company(ies), therefore, on the instructions of the investors/lenders, invocation of pledge of 55,00,000 equity shares which were pledged in favour of IDBI Trusteeship Services Limited acting as debenture trustee for the benefit of debenture holder(s) for NCDs issued by Reliance Power Limited was done on January 8, 2020…,"" the filing said.
The shares of Reliance Infra closed at 26.20 apiece on the BSE, down 4.9 per cent from its previous close."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"TNN | Jan 11, 2020, 00:00 IST",null,City,Comedian Aakash Gupta’s show at college fest cancelled after minor fire on campus,"Stand-up comedian Aakash Gupta was in Bengaluru on Thursday to perform on the first day of Jain (deemed-to-be) University — Center for Management Studies’ cultural fest, Lasya 2020. However, the performance was cancelled after a minor fire broke out at the venue — MLR Convention Centre — due to an electric short circuit. Students of the college immediately sprung into action and doused the fire with the help of college authorities and officials who were present. No casualties were reported and all students were escorted outside the venue. The second and final day of events went on without a hitch on Friday at the same venue."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"TNN | Jan 12, 2020, 00:00 IST",null,City,An intimate reception for Nicole and Rohan,"Former Miss Earth Nicole Faria tied the knot to beau Rohan Powar. The festivities lasted over a week in the destination wedding held at Coorg. The couple then held an intimate reception for family and close friends in Bengaluru on Friday night. Spotted at the event was actress and Nicole’s bridesmaid Sharmiela Mandre, who took time off her shoot schedule to be there for her BFF."
null,null,null,null,null
"TIMESOFINDIA.COM | Updated: Jan 12, 2020, 22:12 IST",null,null,Big sports events today,"NEW DELHI: Here are the big sports events lined up for Sunday (January 12) that comprise action from English Premier League and Ranji Trophy.
(All timings in IST)
9:30 am (Khelo India)
Khelo India Youth Games, Day 4
9:30 am (Cricket - Ranji Trophy, Round 5, Day 2)
Kerala vs Punjab (Kerala 88/5 in second innings at stumps, lead by 97 runs)
Rajasthan vs Gujarat (Rajasthan 142/1 at stumps, trail by 183 runs)
Vidarbha vs Bengal (Vidarbha won by 9 wickets)
Andhra vs Hyderabad (Andhra 237/1 at stumps, lead by 12 runs)
Railways vs Madhya Pradesh (Madhya Pradesh 47/2 in second innings at stumps, trail by 73 runs)
Saurashtra vs Karnataka (Karnataka 13/1 at stumps, trail by 568 runs)
Tamil Nadu vs Mumbai (Tamil Nadu 66/0 at stumps, trail by 422 runs)
Uttar Pradesh vs Baroda (Baroda 82/1 at stumps, trail by 349 runs)
Tripura vs Uttarakhand (Tripura 104/2 at stumps, lead by 14 runs)
Assam vs Chhattisgarh (Assam 209/3 at stumps, trail by 109 runs)
Maharashtra vs Jharkhand (Jharkhand 2/2 at stumps, trail by 432 runs)
Haryana vs Odisha (Haryana 218/5 at stumps, lead by 148 runs)
Jammu and Kashmir vs Services (Services 238/9 at stumps, trail by 122 runs)
5:00 pm (Football - I-League)
Indian Arrows vs TRAU (TRAU won 2-0)
6:30 pm (Cricket - 3rd ODI)
West Indies vs Ireland
7:30 pm (Football - Indian Super League)
ATK FC vs Kerala Blasters FC (Kerala Blasters won 1-0)
7:30 pm (Football - English Premier League)
Bournemouth vs Watford (Watford won 3-0)
10:00 pm (Football - English Premier League)
Aston Villa vs Manchester City"
