Date,Author,Vertical,Headline,Description
"Updated: Jan 28, 2020, 11:02 IST",Sunayana Suresh,Lifestyle,Listening to the National Anthem before a game gets us charged up: Women’s football league captains,"Ahead of the launch of Indian Women’s League for football that is currently underway in Bengaluru, we caught up with the captains of the 12 teams. These women, range from some who have been playing the game on a professional level for over two decades, and a few more who are involved in the game even as they pursue their undergraduate courses. Each player, though, is thrilled to be able to captain their team and hope to take back the trophy to their club.
‘The Football league is a great first step’
Shyama Rani, captain of BBK Dav FC from Punjab, points out that this league, in its fourth season now, is a good start to encouraging women to pursue a career in the game. “We need more such platforms. This first league is a good step. We need to keep at the practices even after the leagues and tournaments in order to move ahead,” she adds. Ashalatha Devi, who hails from Manipur and captains Sethu FC, adds that sponsorship and other such incentives are missing in women’s football. “Players who hail from smaller leagues in men’s football have sporting companies sponsoring their kits and other gear. Not a single player from women’s football has received such a sponsorship. If we get such backing and incentives, parents of women playing football will feel secure. It will also act as an incentive to push girls to pursue the sport,” she adds.

Mooting the thought is Amoolya Kamal, captain of Bengaluru United FC, who also questions why men’s football, despite the growing popularity, doesn’t see as many endorsement deals as the cricket team gets. “We need more people to call Sunil Chhetri for an advertisement that is done by Virat Kohli, for instance. While the awareness is growing, there needs to be more push by people on social media, along with more press coverage,” she adds.
‘Many players find minor setbacks demotivating enough for them to quit’
Anita Rawat, captain of Kickstart FC, believes that it is easy for one to give up in a team sport. So, keeping oneself motivated all the time is important. “Youngsters who may not be able to perform well on a certain day or week might be asked to sit on the bench during games. This can bring one’s morale down and can even get them to consider quitting the sport. Instead, they should look at the seniors and get inspired,” she adds. Priya Mistry, captain of Baroda Football Academy, reiterates, “It is a team game. Whether you’re on the field or on the bench, you remain a part of the team and you must never lose focus. Dedication and hard work is important. When you have that opportunity, be proud and patient when standing up to the task.”
FACEBOOKTWITTERPINTREST
Ashalatha says it is the National Anthem that inspires her, a sentiment that others agree upon too. “When I enter the ground and we sing our National Anthem, I get goosebumps and get emotional. The outcome of that feeling itself is important to give me that strength,” she says.
Poli Koley, captain of Sreebhumi FC, Kolkata, says it was the Indian team jersey that she received a week before her father succumbed to cancer that keeps her inspired. “My father was bedridden, but he had tears in his eyes when he saw my name in the newspaper. So, when I got back home, I gave him my jersey to wear. I want to reach higher and ensure my father's dreams for me are realised.”

Others agree that the Indian team jersey is a big motivation. Amoolya says, “When I got the number 14 jersey for India, I got emotional and my eyes welled up with tears, as I got to realise my dream. From that day, I’ve always prayed to the jersey, irrespective of which team I am playing for. The little prayer gives me a lot of confidence in myself.”


‘Not many girls take up the sport, when they do, they must be encouraged’

The captains agree that women’s football is taking small steps towards growing bigger. But, there is a lot that needs to change, and they believe that begins with the approach and mindsets of parents. Amoolya, who is a coach too, says, “When it comes to women’s football, parents play an important role. Many parents think ‘usse lag jayega’ and also ‘puberty ke time pe kya meri bachchi khel sakti hai’, I have had many parents tell me that it is better if I coach as opposed to men coaching their daughters. This mindset needs to change. Not many girls choose football, so when someone has chosen that path, parents need to support her, instead of creating roadblocks.”


- (With inputs from Hansy.Sanctis@timesgroup.com)"
,"Updated: Jan 27, 2020, 15:37 IST",Entertainment,Bengaluru’s Republic day parade was nothing short of a spectacle,"The 71st Republic Day parade kicked off successfully at Manekshaw Parade Ground on Sunday amidst high security. Governor Vajubhai Vala unfurled the national flag and spoke about the various successful welfare programmes in the state. The enthusiastic crowd got to witness a spectacular march past, apart from other cultural performances and eye-catching stunts by the defence personnel which included motorbike stunts by the Army Service Corps Tornadoes, brickwall jump, tubelight Jump, path of fire. There was also an anti-terrorist operations mock-drill by the Garuda Squad."
"TNN | Updated: Jan 27, 2020, 15:37 IST",-,City,Bengaluru’s Republic day parade was nothing short of a spectacle,-
"Created: Jan 27, 2020, 00:00 IST",Hansy Sanctis,Lifestyle,"Move over ‘ghosting’ and ‘catfishing’, dating terms now have pop culture references","Trying to find bae? Then focus on how you communicate with your special someone. That online dating has kind of changed the way people meet and connect is no secret. Interestingly, whether or not you follow the new lingo, there is a term to describe all your adventures (or misadventures). A closer look at words like ‘ghosting’ and ‘breadcrumbing’ also shows how pop culture as well as our favourite movie and telly characters have influenced the online dating lexicon. So, if you’re game for upgrading your vocabulary, here’s a ready reckoner…
KANYE-D
Yes, that’s right. ‘Kanye-d’ is inspired by American rapper Kanye West. This refers to a situation when you’re on a date or in a relationship with someone, but you don’t get to talk about yourself at all, because the other person is busy bragging about himself or herself.
Say it like a pro: “I heard that he Kanye-d her on their first date itself.”


JEKYLLING


Picture this: You’re finally with your dream girl or guy, and suddenly, there comes a red flag. He or she turns out to be a completely different personality, similar to the lead characters of Strange Case of Dr Jekyll and Mr Hyde. Inspired by their personality differences, ‘Jekylling’ is referred to someone who becomes nasty if you turn them down over a small thing.
Say it like a pro: “It was all cool till she started jekkylling me when I cancelled our dinner date.”

FLEABAGGING
This term is inspired by actress-director Phoebe Waller-Bridge’s award-winning series, Fleabag, in which the lead character faces a lot of difficulties because of her dating choices. What led to the coining of the term ‘fleabagging’ was her falling for a ‘hot priest’ in a church. Now, this term is most commonly used when one falls for the wrong person.
Say it like a pro: “These past few men in my life have made it a complete Fleabag of things.”

KEANU-ING

This term emerged after actor Keanu Reeves’s fans were taken aback when he made a quick appearance on the red carpet of an event, hand-in-hand with his girlfriend, artist Alexandra Grant. The actor, who is known to keep his personal life under wraps, had sent netizens into a frenzy after this buzzy appearance. ‘Keanu-ing’, thus, means surprising everyone by making a grand entry into a party along with your new love interest.
Say it like a pro: “She pulled off a total Keanu, I wouldn’t have guessed them together at all.”

CASPERING

Adding a character reference to the already popular term ‘ghosting’, ‘Caspering’ is when your date drops enough hints for you to guess the obvious before he/she disappears or ghosts you.
Say it like a pro: “So, you picked him up last night, or are you caspering him again?”


ELSA-D

Do you feel that your partner is ‘frozen’ when it comes to commitment? This term is commonly used for relationships, in which one of the partners often develops cold feet. ‘Elsa-d’ is inspired by the popular Disney character Elsa, who froze her sister, Anna, by mistake, over an argument. Her frozen heart led to the birth of the term online.

Say it like a pro: “I heard that he Elsa-d her right before she walked down the aisle.”


BIRD-BOXING
Sandra Bullock’s award-winning film, Bird Box, is what led to the term ‘bird-boxing’. It refers to a partner in a relationship who

ignores bad behaviour.

Say it like a pro: “Greta, I know that you can see me standing here. Don’t bird-box me.”"
"Created: Jan 27, 2020, 00:00 IST",Madhu Daithota,Entertainment,Pradeep Varma unveils the first look of his next,"Pegged as a futuristic film, the first look of his upcoming The Fallen that is being made in Hindi, throws light on many intriguing aspects of its story, says director Pradeep Varma. “To give a brief glimpse, the story goes 5,000 years into the future. All previous civilisations have been wiped out, everything has regressed back in time and all traces of technology and gadgetry has been wiped out,” explains the director. It’s at this juncture, wherein the last few amongst the survivors are looking to expand their clan, the film delves into the happenings in their life. “The poster shows Anupama who plays Dwaya, her love interest Ekva played by Satya BG, and Trinini, essayed by Mayuri Nataraja, standing atop a cliff and pensively looking forward to a better future. There’s a halo behind them and a symbolic snake that is eating itself which a reference I’ve drawn from the Bhasmasura tale. Set in a fictitious land, there’s a mountain, Rikta that has borne silent witness to their lives and it stands tall in the background,” explains Pradeep, adding that Bhavani Prakash and Raghava also play prominent roles. The Fallen has cinematography by Anand Suresha, music by Luka Lauri from Georgia and editing by Srikanth."
"Updated: Feb 19, 2020, 15:22 IST",Vinay Lokesh,Entertainment,Aishwarya Prasad roped in for Roberrt,"Darshan- starrer Roberrt seems to have a slew of leading ladies, what with Mysuru girl Aishwarya Prasad also joining the star cast recently. While the film, that is being directed by Tharun Sudhir, already has two leading ladies — Asha Bhat and Sonali Monteiro, Aishwarya is said to have been roped in for a crucial character in the storyline too.

The actress, who was last seen in Paddehulli, tells us, “Getting to work alongside Darshan is a dream come true. I play a traditional village girl who is very bubbly and never tolerates injustice in the society. Darshan’s character has two shades in the film, I am paired opposite him for one of those shades. I was extremely nervous on the first day of the shoot, but Darshan helped me feel comfortable on the set; he also helped me get my North Karnataka diction right.”"
"Created: Jan 27, 2020, 00:00 IST",Tanvi PS,Entertainment,"If I could, I would have become a hero in my 20s: Director Vikas","He was the director behind Duniya Vijay’s Jayammana Maga, and since then, he has worked on Puneeth Rajkumar’s Doddmane Huduga. However, it is Vikas’ debut film as hero, Kaanadante Maayavadanu, that has kept him busy over the past four years. The process has been “emotionally and physically challenging, but has taught me patience,” he says, as he recounts his journey with the film, which he believes, will decide his future in the industry.
Many directors have taken up acting. You too are taking the same path. When did you first think of turning a hero?
When I was a kid, I would see villains being quelled by heroes and I wanted to be like them too. It seems to be a funny and childish thought, but that was the initial spark that got me interested in acting. In fact, before I directed Jayammana Maga in 2013, I entered the industry in 2002 and played a role in Sudeep sir’s film, Nandhi. So, even though this is my first film as hero, it is not my acting debut.

You have worked on this film for over four years and have been a part of the initial scripting process too. Did the lengthy process lead to frustration?
I got very frustrated. The time the process took, got to me and took a mental and physical toll on me. I started looking aged as the film progressed, because I was getting stressed (laughs). We know that the product is top-class. When promoting it, what worried me was that there was not much hype around the film. Just like you can’t ‘make’ viral content, you cannot ‘create’ hype. In the process of worrying, I would not eat or sleep well. There are certain things I cannot control, but ultimately, people will recognise good content, and that realisation has made me calmer.

What were the challenges you faced in your first role as a hero?
I realised how crucial the hero’s walk was — walking with attitude and confidence takes practice. It took me a few takes to get it right. I often felt lost while watching my co-stars — be it Suchendra Prasad or Sindhu Loknath. I was stunned by their prowess. If I could control things, I would have become a hero in my twenties. Right now, I can’t act like a college-goer who’s romancing girls. It won’t be convincing. I want to take on roles that suit my demeanour. I know that many stars have had a second lease of life after 40, especially in Hollywood. Actors still get a lot of work and take up interesting scripts. Those are the kind of roles I wish to play. I have learnt how challenging marketing one’s film can be. Everyone wants their movie to be promoted on a big scale. But, one realises that stars have that kind of pull, because they have worked their way up and built an audience. Given that this is my first outing as a hero, I have realised that building an audience takes time. I would consider this movie as an invitation card, like a preview to what I can do. Depending on how the audiences respond, things will either go to a great level or I will take my leave from the industry (chuckles).


What do you think has helped you sustain in the Kannada film industry?
My dedication towards perfecting my project, and reworking on it, have helped me sustain myself in the industry. Even after working on a film for a long time, it should not get boring. That’s my mantra. Scripting also comes easily to me and I have only worked on two scripts in the last few years. If I focus on scripting, perhaps I can do a lot more. Let’s see. God is writing my script. So, I do not know what he has in store.


Who has been your constant support in this journey?
My constant source of support has been Som Singh sir, the producer of this film, who also happens to be my brother-in-law. In my life, I have spent more than I have earned. And my family has always been my support. As the release date is close, I am worried about the audiences’ reaction. Som has seen the struggles I have gone through and asked me to think of this as my last try. He said, “If this doesn’t work, quit the industry. Say goodbye and work with me.” So, this film will decide my future (smiles)."
"Created: Jan 27, 2020, 00:00 IST",Prathibha Joy,Entertainment,Multi-tasking as a producer and an actor gives you a certain high: Milana Nagaraj,"Love Mocktail is a very special film for Milana Nagaraj. Not only does she play one of the leads in this love saga that tracks the story of one man and the women he meets at various stages of his life, it also marks her debut as producer. Milana has co-produced the film with her co-star, actor Krishna, who in turn, has also directed it, as a project steeped in passion. As first-time producers, who have been managing most departments of production, the two have been running helter-skelter to make sure the film meets its date with audiences. “I have lost a few kilos running around for this film, but I am glad that we are presenting a product that we are proud of,” says Milana.

Speaking to Milana — the producer, is a welcome change altogether, considering that acting was not part of her long-term career plan until recently. “I have been an actor for five years and always believed that it was a folly for an actor to turn to production. First of all, getting into cinema, growing and making a name for yourself and being able to command a decent remuneration, is not an easy job. After all that, when you set out to produce, what is the guarantee of recovering your money? Love Mocktail, I believe, happened because there is a limit to how long you can wait for a good script to come your way. As an actor, you know your capabilities to perform, but when you don’t get avenues to show that talent, then what do you do? You have to create your own platform,” says Milana.


So, when Krishna, her good pal from their Nam Duniya Nam Style (a Kannada film that featured them in lead roles) days, spoke to her about the idea he had for Love Mocktail, it excited her. So much so that she took it up even though the storyline features three heroines. “You will realise the importance of my character once you watch this film. As an actor, the one thing that I have learnt is that you cannot survive if you worry about anything more than just the character you are assigned to play. For me, all that matters is being able to do my best in the space that I have, and letting the others also do the same to make a quality product. My character is a lot like me in real life and I really enjoyed playing the part,” she says, adding, “I can’t start feeling insecure about things in my own film. If someone is praising a character, I should take pride in having presented that.” And while both Milana and Krishna have donned multiple hats in this journey of making the film, she adds that the support of the crew, including people like composer Raghu Dixit and editor Sri (CrazyMinds) was invaluable.

Now that she has made baby steps in filmmaking, and learnt the ropes with Love Mocktail, Milana says she is confident about taking up more projects. “I have loved the experience. Multi-tasking as producer and actor does take a toll on you, but when you succeed at what you set out to do, it gives you a certain high,” she signs off."
"Updated: Jan 27, 2020, 10:19 IST",Vinay Lokesh,TV,TV actor Suraj Holalu Yogesh heads to Telugu screens,"Television actor Suraj Holalu Yogesh is testing new waters. He has made his debut on the Telugu small screen with a prominent character in the TV show Chitti Thali. The story of the show, directed by Radhakrishna, apparently focuses on the relationship between a father and his daughter. “I play a character who has gone through a loss of memory and is leading a life as a rather jovial, small-time thief. The character goes through an emotional turn when he discovers that he has a daughter. Naturally, this is very different from what I have been portraying in the Kannada show Yaare Ne Mohini,” says Suraj. Foraying into Telugu also means learning a new language. “Not knowing the language thoroughly was an initial hindrance. But the director assured me that I could, indeed, carry it off. I am still dependent on prompts to get my diction right, but I am learning fast,” he says."
"Ambika Pandit | TNN | Jan 27, 2020, 00:03 IST",Ambika Pandit,India,"As govt decides to go global with tribal products, focus on quality standards",-
"SUBSCRIBE NOW
Get a weekly dose of all the major happenings in the TV world, right in your inbox every Friday.
Subscribe
By subscribing to newsletter, you acknowledge our privacy policy","Created: Jan 27, 2020, 00:06 IST",TV,Inside Pics: Ekta Kapoor throws a lavish birthday bash on his son Ravie's first birthday; introduces him to everyone,"Soap queen Ekta Kapoor opted for surrogacy last year and her baby boy Ravie was born. Her son turns a year old tomorrow and Ekta threw a lavish pre-birthday bash. Ekta's friends arrived for the birthday with their kids.


The TV czarina introduced her son to everyone. Ekta's son looked cute as a button in a grey suit as he posed with mommy. The producer of hit TV shows looked all excited for her son's birthday. Ekta's nephew and Ravie's elder brother Laksshya cut a cake with aunt as the former rested in his nanaji Jeetendra's arms.



Kumkum Bhagya actor Shabir Ahluwalia came with wife Kanchi Kaul and their two sons. Esha Deol also came in with her daughter Radhya. New parents Karan Patel, Ankita Bhargava also attended the party.


Erica Fernandes, Anita Hassanandani-Rohit Reddy, Vikas Gupta are some other celebs from the TV industry who were spotted at the birthday bash. Ekta's brother Tusshar was also present at the party with her son Lakkshya.

Ekta Kapoor definitely knows how to keep a balance between personal and professional life. The Kyunki producer never misses spending quality time with her baby boy Ravie despite a busy schedule. Ekta recently shared a cute video on her Instagram account giving fans a sneak peek of her son’s first foreign trip. (Pictures by: Yogen Shah)"
"TIMESOFINDIA.COM | Updated: Jan 27, 2020, 22:58 IST",-,-,Big sports events today,-
"Updated: Jan 27, 2020, 13:22 IST","Gunjan.Sharma@timesgroup.com, Riya Sharma",TV,Bharti Singh: Delhi ke logon mein bahut talent aur jazba hai,"It is not the first time that comedienne Bharti Singh and her writer husband Haarsh Limbachiyaa are coming together for a show. What makes this time different is that the two are coming together for the very first time as television hosts. While Bharti has hosted shows in the past, this will be her first with her husband. In Delhi for the auditions of 'India's Best Dancer', Bharti and Haarsh talk about their experience of working together, the changing scenario of comedy in India, and more.
Jo hamari masti screen pe dikhti hai wo spontaneous hoti hai: Haarsh Limbachiyaa
Before coming together for 'India's Best Dancer', the couple did shows like 'Khatra Khatra Khatra', 'Khatron Ke Khiladi' and 'Nach Baliye' together. The duo says that while they do have to work on their script, their on-screen bond that comes across to the viewers comes naturally to them. ""Whenever we are working together, main bilkul relaxed ho jaati hoon. I don't have to do much work. The one who used to teach me earlier, jo script likhta tha mere liye and samjhata tha mujhe, ab jab woh act bhi kar raha hai, toh I am very relaxed,"" says Bharti. Haarsh adds, ""Thoda pressure aa jaata hai mujhpe lekin hum log prepare karke jaate hai. But jo bonding hamari screen par dikhti hai, jo hamara masti mazaak dikhta hai woh ham kabhi prepare nahi kar paate. Woh sab spontaneous hota hai. That comes naturally to us and we just go with the flow.""

'Delhi ke log bahut talented hain, it's so cold here par inka jazba kam nahi hai'
Bharti and Haarsh say that they are impressed by the pool of talent in the capital. ""Delhi ke log bahut talented hain. It is so cold here but inn logon ka jazba kam nahi hai. Raat bhar se line mein lage hue hain,"" says Bharti. Haarsh tells us, ""I am surprised to see the number of talented dancers in the city. With so many dance reality shows on TV, I thought that there is not much left to discover. But I was wrong.""

Talking about Dilli ka khaana, Haarsh tells us that everything is delicious here. ""I really like the food here. Honestly speaking, Mumbai mein sab kuch milta hai lekin achha khaana nahi milta. Yahaan par toh kuch bhi kha lo, everything is delicious,"" he says.

Haarsh Limbachiyaa and Bharti Singh


'Logon ko aaj bhi sabse zyada hansi desi humour par hi aati hai'

Bharti began doing comedy on television 12 years ago, and she feels that over time, people have learnt to take humour in good stride. She tells us, ""There are a lot of people who just want to laugh, and there are others who want satire. But these days people have become a lot more intelligent. Aajkal mazaak lene lag gaye hain log."" ""India's comedy scene has seen a tremendous change in the last ten years,"" says Haarsh, adding that while comedy on TV has evolved, people still want desi humour. ""We have new topics to explore now. Jab nayi baatein karte hain toh comedy bhi nayi lagti hai, but logon ko aaj bhi sabse zyada hansi desi humour par hi aati hai,"" says Haarsh.


'I wish there were more women doing comedy on television'

While the TV industry (drama genre) is ruled by women, comedy is visibly male-dominated. Talking about the same, Bharti explains, ""People either want to be a model, or bag the lead role in a show. Kisi ko apna mazaak nahi banwana. Pata nahi kis baat ki sharam hai unmein. Maybe that is the reason why there are fewer female comedians on TV. Mujhe bhi dukh hota hai to see such a state, and I wish there were more women in this genre, too.""

As a writer, Haarsh believes that it is easier to write jokes for a man playing a woman instead of writing them for a female artiste. He explains, ""Sunil (Grover) paaji ladki ban kar kuch bhi kar sakte hai, we can ask him to say anything, but we can't do that with a woman. Kahin na kahin woh daayra hota hai and that's why we ask people like Sunil ji and Krushna (Abhishek) to dress up as women. You will never find comedy in real things, but you will laugh when Sunil ji dresses up in a weird fashion."""
"Saibal Dasgupta | TNN | Updated: Jan 27, 2020, 09:25 IST",Saibal Dasgupta,India,"Coronavirus outbreak: Americans may get to leave Wuhan, hope rises for Indians",-
"Saibal Dasgupta | TNN | Updated: Jan 27, 2020, 09:25 IST",Saibal Dasgupta,-,"Coronavirus outbreak: Americans may get to leave Wuhan, hope rises for Indians",-
"TNN | Updated: Jan 27, 2020, 03:13 IST",-,India,"Violence has never resolved any issue, solidarity key: PM Modi",-
"Sidhartha | TNN | Updated: Jan 27, 2020, 08:09 IST",Sidhartha,-,"To boost desi companies, curbs likely on tyre, furniture imports",-
"TNN &amp; Agencies | Updated: Jan 27, 2020, 12:32 IST",-,India,"Rethink move against CAA, India tells EU",-
"Surojit Gupta & Sidhartha | TNN | Updated: Jan 27, 2020, 14:52 IST",Surojit Gupta,-,"Union Budget 2020: Government may get Rs 45,000 crore cushion on corporate tax cut",-
"Created: Jan 28, 2020, 00:00 IST",Arya UR,Entertainment,Dharmajan Bolgatty : I had to wait a decade to play a central role,"From his signature expressions to hilarious repartees, actor Dharmajan Bolgatty is the go-to comedian in Malayalam films these days. The actor who has completed a decade in films is much loved for his roles as a sidekick in films and as the partner in crime of Ramesh Pisharody in stage shows and comic skits.
This year, however, marks a change in his career as Dharmajan will be playing a serious and central role in Maradu 357, directed by Kannan Thamarakulam. In his words, it will mark a kind of shift from his brand of comedy and that has already got him excited. In a free-wheeling chat, Dharmajan opens up about his new projects, his cameo in Bigg Boss Malayalam 2, his family and more.


From a comedian to playing a character role in Maradu 357, how does it feel?

It has taken me 10 years to get a character role. It’s not that I have never wanted it, but I got a chance only now. We can perform such a role when we are offered such a script. I have been tagged as a comedian and have been receiving humour-oriented roles in my career so far. Also, the wait was for a person who had the courage to back a film in such a genre with me. I have played sidekicks and foolish friends of protagonists, but this is the first time I am getting to do a central character and that too of a serious nature. I hope the film will mark a change in my career. For this film, they wanted the actor in Dharmajan and nothing more.

Tell us about your role in Maradu 357.

I will be playing a security officer of a flat. His name is Mani and has only one arm. He lives with his old mother but says, ‘Enikku vanamutte bhandhukal aanu (I have relatives till the sky)’ as he sees the residents of the flat as his extended family
The demolition of highrise buildings was there only in foreign countries as they used to de-commission timeworn buildings.
The film’s script is written by Dinesh Pallath and it tells the story of the people who lived in those flats in Maradu that were demolished and those who worked in them as sweepers and other staff including Mani. It wasn’t just the elite, the flat also accommodated middle-income families who had invested their entire savings to own a house. For them, owning a flat was like the happiness we get while eating a biryani instead of a regular meal.

Personally, I have also lived in a flat complex for a year, so I know how sentimental one can be when you are forced to leave. More than a film, I also have some personal sentiments attached to the script. I felt happy when Dinesh added my inputs and experience in the script when we were discussing it.

For the character, I have grown a beard and moustache. I am now 43 years old and it’s the first time that I am seeing my face with a beard. I will be using the look for my future projects too.


Recently, you made a special appearance in the new season of Bigg Boss Malayalam.

Yes, it was a short visit, for a day as a guest. It is a whole different world inside the house as there is no clock or calendar to check the time or date. I know most of the participants except Reshma, Sujo and Rajith sir. Pashanam Shaji, Manju, Thesni and Parikutty had told me about being part of the show. I know many of them personally and they are doing well in the show.
To be frank, the participants are a mix of elite and middle-class people. I entered the show at 7 pm and came out the next afternoon. It was very different for me as my day starts with expecting the newspaper boy to turn up with the daily. It has become my habit to read the newspaper while going to the toilet, but at Bigg Boss House I had to read the guidelines sheet instead (laughs). But all our habits will change if we have to live in the Bigg Boss house as it is such a place.


Who do you think will win this time?
From my experience and watching the show, I feel Fukru is the best contestant. Many of them are acting, but I felt Fukru was genuine.


You also seemed to have hit it off with Fukru.

As part of the promotion works of my film Margamkali, I had met a group of talented Tik Tok artistes including Fukru. I had clicked a few selfies with them. My daughter Vyga who was checking the photos on my phone got very excited seeing his snap as she is a fan. I wondered why she was so happy seeing the face of a Tik Tok artiste as opposed to taking pictures with prominent actors like Dulquer, Mammukka and more. I had to call Fukru at 10.30 pm as Vyga kept insisting that I make her talk to him. Vyga also performs Tik Tok videos and when she received appreciative messages from Fukru, I got to see her beam. So, I know him well now.


You had once mentioned that your name is unique.

I am small, but my name is big. I have always thought about that while I was a kid as to why my father named me thus. In school, I had this big name which was quite contrary to my appearance and height. My teachers used to mispronounce it as Dhananjayan or Dharmarajan. But when I did mimicry and acting, it became a unique name and my identity too. Now, I like it when people call me Dharmu, Dharman, Bolgatty et al.



What are your upcoming projects?

Apart from Maradu 357, I play a serious role in the film Voter too. It’s about an illiterate layman named Gopi, who resides in this secluded island. His views on democracy and life on the island forms the subject of the film. Things change when a group of officials including presiding officers comes to the island to get his vote. It is a national subject and the film is directed by debutant Sagar."
"Created: Jan 28, 2020, 00:00 IST",Sunayana Suresh,Entertainment,Nikhil Kumar is getting married this year,"It looks like 2020 has begun on a great note for Nikhil Kumar, as the actor-politician is set to get engaged to Revathi, the grandniece of politician M Krishnappa. Sources close to Nikhil’s family tell us that the match was made by his parents, former CM HD Kumaraswamy and Anitha. “Nikhil has always maintained that he wanted to marry a girl of his parents’ choice. And when they brought up the alliance with Revathi, he gave his consent to it,” the source explains. It is said that the families have already met, but the dates for the engagement ceremony and the wedding are yet to be finalised.

“Although Nikhil has a packed year ahead with four new films in the pipeline, he does not want his personal life to take a back seat. The wedding will most likely take place later this year. Revathi’s father is a businessman, and she has studied in Bengaluru,” says the source. Interestingly, just last week, Nikhil had said in an interview that he will not wed a girl from the film industry."
"Created: Jan 28, 2020, 00:00 IST",Sandra Marina Fernandes,Lifestyle,No starry tantrums make social media celebs a hit at city college fests,"Given that digital media consumption has seen a massive surge over the past decade, it’s no wonder that artistes who have a huge fan following on social media platforms are among the most sought-after offline too. The growing popularity of YouTubers, DJs, stand-up comics as well as reality TV stars on college campuses attest to this new trend. These social media celebrities are now judging competitions at city colleges, while some also perform during events. What’s making them such a rage among youngsters?
Students find these artistes more friendly and relatable
The popularity of these celebs on social media automatically translates to them having a bigger influence on the young demographic, says Ushua Prashant, a student of Mount Carmel College. “The audience at college fests mostly comprise those under the age of 22. Again, it’s the same age group that spends most of their leisure time on social media, watching these celebs’ videos or browsing through their pictures. It, thus, makes sense to invite them for campus events, because many students look up to them,” explains Ushua.


‘Social media celebs are more accessible and less demanding, as compared to movie stars’ “If the artiste happens to be from Bengaluru or from the same college, it’s a plus point. Some of these social media celebs may still have friends or acquaintances on campus. This makes it easier for us to get access to them. And when we approach them, they oblige without much persuasion,” says Ushua. Students find many of these artistes just like themselves. “Unlike film stars, who often need elaborate security that we cannot afford, social media celebs don’t make too many demands when we invite them to be part of our college fests,” says Vismitha Simha, an organising committee core member at Jain (deemed-to-be) University, Centre for Management Studies.


Comedians and DJS help build the buzz for college events

According to student organisers, famous online artistes help create the right amount of buzz around college fests. “Collaborating with social media celebs also means more participation and footfalls at our events,” says Vismitha. DJs and stand-up comedians performing at fests is an added advantage. “We have had comedians like Aravind SA, Papa CJ and Saurabh Pant taking the stage at our cultural events earlier. Interactive shows are a big hit among students, particularly when comics crack those classroom jokes. DJs also have a similar influence on young crowd,” says Rebecca D’Silva, cultural secretary at RV College of Engineering.


Students love the internet- famous artistes because…


No-frills attitude
Easier to connect with and relate to
They speak the millennial lingo
Fit in the college fest budget
Greater social media reach"
"Created: Jan 28, 2020, 00:00 IST",Sunayana Suresh,Entertainment,Nikhil Kumar is getting married this year,"It looks like 2020 has begun on a great note for Nikhil Kumar, as the actor-politician is set to get engaged to Revathi, the grandniece of politician M Krishnappa. Sources close to Nikhil’s family tell us that the match was made by his parents, former CM HD Kumaraswamy and Anitha. “Nikhil has always maintained that he wanted to marry a girl of his parents’ choice. And when they brought up the alliance with Revathi, he gave his consent to it,” the source explains. It is said that the families have already met, but the dates for the engagement ceremony and the wedding are yet to be finalised.

“Although Nikhil has a packed year ahead with four new films in the pipeline, he does not want his personal life to take a back seat. The wedding will most likely take place later this year. Revathi’s father is a businessman, and she has studied in Bengaluru,” says the source. Interestingly, just last week, Nikhil had said in an interview that he will not wed a girl from the film industry."
